radius_ratio,ellipse_correction,d1_MAE,d2_MAE,d3_MAE,d4_MAE
0.5,True,18.901960784313726,11.625,6.136300417246175,24.159420289855074
0.5,False,238.47058823529412,2.075,31.390820584144645,45.82608695652174
1.0,True,6.0,14.675,3.600834492350487,21.855072463768117
1.0,False,6.921568627450981,14.35,4.3991655076495135,30.695652173913043
2.0,True,5.8431372549019605,22.425,3.3171070931849793,15.44927536231884
2.0,False,5.764705882352941,22.575,3.3184979137691237,14.420289855072463
